utilisateur,sujet,date_h
706,DVD,2023-05-08 13:54:34.707834
2636,FilmForm,2024-04-10 20:41:44.859250
1162,Dolly,2023-12-01 20:21:50.788056
2165,MakingOf,2023-05-30 07:14:42.952864
3937,Screenplay,2023-08-11 09:57:31.802931
3915,Storyboard,2024-04-02 21:42:18.817964
1202,SilentFilm,2024-04-10 22:59:18.592363
2545,TeaserPoster,2024-04-11 02:12:28.273198
3767,FilmAesthetics,2023-09-10 17:42:04.056522
3334,Cinematography,2024-03-18 09:02:48.251607
3281,ViralMarketing,2024-03-22 19:12:04.152112
455,Screenplay,2023-06-17 09:03:14.385269
468,PressJunket,2023-06-23 15:20:16.498393
509,Director,2024-05-07 14:39:11.923584
1632,DreamSequence,2023-12-05 19:04:10.046339
3822,Debate,2024-04-06 23:45:38.108061
1252,Conversation,2024-01-06 12:25:41.624544
2114,CloseUp,2023-11-30 08:34:20.207106
1621,BehindTheScenesBook,2024-05-05 07:50:07.426102
1921,TheatericalTrailer,2024-01-04 08:52:09.560791
1421,Action,2023-05-25 20:55:39.784828
424,SneakPeek,2024-04-17 17:22:00.449540
2453,BoxOffice,2023-07-12 21:44:47.823817
3294,Masterclass,2024-01-09 08:01:44.239151
16,Crane,2023-05-20 18:48:57.643455
3402,FilmSemiotics,2023-06-13 12:10:35.268324
2955,LongShot,2023-11-03 15:21:18.316048
155,Reception,2023-12-09 23:57:39.801142
220,Looping,2023-06-21 00:38:15.849680
1042,Banter,2023-10-29 07:51:31.184821
503,ArtDirection,2024-03-26 03:33:59.999684
923,Comedy,2024-01-19 03:39:27.044825
1128,TeaserPoster,2024-04-04 08:25:05.209289
3848,Dubbing,2024-03-15 03:40:11.306647
1199,5.1,2023-05-22 08:50:25.355187
135,ArtDirection,2023-11-01 09:49:18.208160
1936,FilmStyle,2024-03-09 01:54:59.772025
1376,Seminar,2023-07-04 09:18:40.950687
2291,Spinoff,2024-03-27 20:36:08.990330
2755,Soundtrack,2023-11-22 10:39:07.369071
3105,Animation,2023-06-24 05:28:52.700325
3307,FilmSemiotics,2023-05-21 07:36:43.503158
459,SubwayPoster,2023-10-04 05:48:10.670191
3077,Launch,2023-07-07 08:19:15.347446
3815,Panel,2023-10-10 04:30:11.758596
2195,Stunt,2024-02-19 03:52:01.961606
1029,ArtPrint,2023-12-31 19:52:46.911155
1564,GreenBandTrailer,2023-12-24 00:44:57.801046
2697,Looping,2023-12-28 22:17:31.864389
1099,FilmCritic,2023-06-12 09:03:17.850584
277,FilmSemiotics,2023-05-26 14:58:18.481427
694,Crime,2023-10-11 16:15:01.549457
2526,Exhibition,2023-08-06 04:15:47.460317
3538,Spielberg,2024-03-24 01:14:41.807020
3989,MovieReview,2024-03-24 19:48:52.983455
2518,Interview,2023-06-20 13:29:40.633884
1435,MagazineAd,2023-10-28 03:28:46.409730
3042,Teaser,2024-01-04 12:36:04.637970
2931,FilmLanguage,2023-05-21 12:46:33.295249
2793,GreenBandTrailer,2024-03-27 12:48:50.071053
2015,FilmGenre,2024-03-23 12:07:53.362898
2600,Teen,2024-04-07 20:46:00.150394
222,FilmIndustry,2024-04-17 16:44:10.091144
3517,Crane,2023-08-23 11:42:09.629315
1833,Mixing,2023-05-29 13:49:46.303122
3531,Q&A,2023-12-02 03:33:32.871310
3427,FilmCritic,2023-09-23 05:02:17.640107
3789,Novelization,2023-12-23 11:19:43.135287
3496,FilmAnalysis,2024-02-27 10:44:23.321587
2440,EstablishingShot,2024-02-13 17:37:09.731695
287,ExecutiveProducer,2023-09-29 17:23:28.185753
3813,Cinematography,2024-03-12 04:29:17.317252
1527,DVD,2023-06-13 05:38:39.736669
1085,DolbyAtmos,2023-11-02 02:07:50.465196
1637,Remake,2023-06-28 09:27:47.964803
1040,Masterclass,2024-05-01 13:14:37.597312
3642,Storyboard,2023-12-08 10:36:54.813808
2258,Franchise,2023-05-20 09:41:03.456879
2119,Retrospective,2023-07-05 03:16:30.499754
9,JumpCut,2024-04-23 14:47:40.175324
1584,GreenBandTrailer,2023-11-18 17:22:18.067394
2775,Steadicam,2024-02-13 03:11:41.356533
2182,Looping,2023-12-18 21:44:51.876742
1150,FilmSemiotics,2023-09-29 22:54:29.222119
3396,BehindTheScenesBook,2023-08-03 14:56:03.007082
1662,FilmTheory,2024-01-19 09:56:38.257413
3781,CostumeDesign,2024-03-24 04:11:00.800219
20,GuerrillaMarketing,2023-09-28 23:03:17.860649
3020,FilmSemiotics,2024-04-28 01:30:40.925461
697,NonDiegeticSound,2023-06-18 02:18:02.367091
2648,NewspaperAd,2023-06-27 04:26:44.370603
3914,TVSpot,2024-02-13 14:36:40.721296
2670,Poster,2024-01-26 21:28:49.233367
2506,Novelization,2023-07-09 03:39:57.850843
2867,FilmNarrative,2023-11-19 23:24:24.611061
1077,Stunt,2023-05-16 09:03:07.808244
3227,Novelization,2024-03-28 22:07:47.108940
1078,BluRay,2024-02-05 10:58:09.994301
820,Lecture,2023-12-09 06:06:29.915352
3169,VoiceOver,2024-04-19 13:55:48.304229
172,MakingOf,2024-04-10 10:33:14.277902
221,Hitchcock,2023-08-08 11:06:49.138880
2994,OfficialGuide,2024-01-30 23:37:45.238564
1129,SupportingRole,2024-04-09 05:14:07.309396
1707,Thriller,2024-02-12 19:58:28.161773
3939,FilmNarrative,2023-12-31 11:21:25.148239
2429,TeaserTrailer,2023-05-19 19:15:25.436352
2169,GreenScreen,2024-02-21 22:28:53.573354
607,IMAX,2024-01-11 03:07:52.887297
1182,ArtPrint,2023-05-17 04:53:21.795901
3827,Mastering,2023-11-06 01:31:45.581808
1816,InternationalPoster,2023-11-30 03:49:08.201121
1269,ViralMarketing,2024-03-10 02:49:46.401419
1024,Score,2023-08-19 09:38:41.131580
1318,Action,2023-12-14 12:39:37.661227
1176,Sport,2023-09-18 11:49:12.105262
2718,TeaserPoster,2024-01-10 21:01:14.249221
3006,Screenplay,2024-04-30 02:45:14.314723
1520,FilmStyle,2023-09-14 23:21:32.306421
2733,FilmSemiotics,2024-04-17 06:07:49.502028
115,FilmEditing,2023-06-16 12:36:01.216041
3332,ExecutiveProducer,2024-02-29 06:16:17.256728
2956,MotionCapture,2023-07-25 16:01:01.399223
1495,FoleyArtist,2023-07-16 22:21:13.356631
512,ForeignFilm,2023-08-09 03:42:26.168550
517,MovieMagic,2023-10-27 18:44:20.699357
654,FilmSemiotics,2023-08-24 18:10:10.314397
3299,FilmForm,2023-12-24 22:35:04.142406
2489,ScienceFiction,2023-06-28 06:33:02.690248
1444,Promo,2023-08-01 00:02:36.868251
1528,CharacterPoster,2023-08-12 09:59:36.748038
3646,TheatericalTrailer,2023-11-12 13:21:27.287135
2534,FilmLanguage,2024-02-09 10:24:10.540619
206,Action,2023-08-27 20:12:45.699574
3066,FilmMaking,2023-12-11 05:50:59.327912
1832,LordOfTheRings,2024-04-20 01:26:30.314214
235,Screening,2023-11-15 15:19:51.323796
2522,Piracy,2023-12-09 22:09:44.318552
2746,GreenBandTrailer,2023-08-18 04:34:55.649797
1911,MovieReview,2024-02-24 09:55:02.326553
216,ViralMarketing,2024-02-08 14:53:26.072916
2847,Actress,2024-02-10 21:02:53.869312
2361,Featurette,2024-02-17 05:56:37.685616
1229,BusStopPoster,2023-05-29 01:12:43.253061
3326,Crime,2023-11-29 20:23:30.385517
2357,Looping,2024-01-30 12:15:25.837037
917,FilmForm,2024-01-20 03:01:11.484018
2733,Spinoff,2023-10-07 17:03:42.531638
607,GreenScreen,2024-05-01 23:26:47.191373
1007,Sport,2023-12-29 18:26:26.864158
1565,Action,2023-10-07 07:30:24.556600
844,MakeupArtist,2023-09-05 07:41:17.021651
2597,SubwayPoster,2023-07-09 02:37:52.613074
907,Scene,2023-06-22 04:21:50.990537
62,FilmAnalysis,2023-12-28 23:00:52.667475
1984,SurroundSound,2024-03-27 21:11:16.759418
1283,Discussion,2023-07-14 18:30:15.898922
66,ClosingNight,2023-07-05 04:19:05.474173
53,FilmAnalysis,2023-05-15 06:22:50.895482
3190,MakingOf,2023-12-08 12:39:10.923974
3644,FilmHistory,2023-07-19 22:36:55.165088
708,Assembly,2024-03-03 17:36:02.130885
638,Action,2023-10-04 16:58:13.463367
3135,Festival,2023-05-10 00:02:28.168869
2431,Disney,2024-02-21 17:13:25.119177
1052,ActionFigures,2023-11-28 17:13:07.751128
1811,CinemaScope,2023-12-20 02:17:48.075877
542,Manga,2023-05-11 10:39:45.351356
1615,ActionFigures,2023-05-25 16:45:17.978323
3658,Tribute,2024-03-10 15:04:49.692503
1519,RedBandTrailer,2023-06-09 15:00:58.802217
2752,OfficialGuide,2023-08-24 21:18:12.842236
9,HairStyling,2024-01-08 21:41:16.170837
451,Clip,2023-09-03 18:24:37.129998
1665,BruceWillis,2023-07-05 23:43:04.645608
1758,Keynote,2024-04-25 14:38:50.705895
2475,OriginalStory,2024-03-18 20:28:55.348647
373,Lecture,2024-01-11 19:50:26.013459
1234,CeremonieCesar2020,2023-10-03 16:53:03.804837
3680,Interview,2024-03-27 12:39:41.381159
2991,FadeIn,2023-06-16 09:57:59.719892
2235,TheatericalTrailer,2024-03-22 16:25:47.339661
3437,BoomOperator,2023-05-18 14:25:37.486783
1481,Spinoff,2024-04-02 02:25:12.358031
1616,Tribute,2023-06-26 08:06:15.094176
176,SpecialEffects,2024-01-24 22:47:25.151872
1608,Launch,2023-08-17 18:43:09.300588
2811,CostumeDesign,2023-08-27 19:32:42.786450
1881,GreenBandTrailer,2024-02-09 05:33:48.151838
2450,TrackingShot,2023-07-16 13:55:28.447113
1740,Flashforward,2024-01-15 22:00:45.786556
1318,Streaming,2023-05-27 19:13:58.874675
2088,Stunt,2023-07-25 10:11:57.568000
566,StaticShot,2023-10-15 14:58:00.129558
3760,Streaming,2024-05-07 06:08:31.323255
2837,ConceptArt,2023-06-04 06:41:29.429368
1367,Spielberg,2024-01-11 10:20:40.041958
1258,DiegeticSound,2023-08-17 11:31:36.336597
994,Streaming,2023-07-02 13:16:48.653527
1178,VoiceOver,2023-07-14 01:40:10.297526
2045,JumpCut,2023-10-09 12:48:22.807997
1659,Keynote,2024-01-25 21:16:47.048273
3919,CinematographyBook,2023-09-04 03:17:55.611177
8,NonDiegeticSound,2024-02-02 11:38:45.905841
3762,Producer,2023-08-22 23:57:24.991507
3496,ToyLine,2024-03-22 19:10:11.629018
416,TVSpot,2023-10-19 14:32:55.017432
748,ActionFigures,2023-06-27 11:26:00.042121
115,FilmHistory,2023-12-17 03:51:02.513918
2085,Fantasy,2023-12-02 18:27:33.535439
1436,Dolly,2023-05-27 19:59:30.493405
2356,TVSpot,2024-01-17 23:17:32.624068
925,Drama,2023-06-28 16:57:32.815669
484,Keynote,2023-12-24 01:15:55.060797
3655,Cinematography,2023-06-19 22:10:46.385270
821,Conversation,2023-05-31 09:40:41.904790
45,ExecutiveProducer,2023-07-05 15:43:01.791128
1868,Presentation,2023-06-04 13:18:51.281612
392,BoxOffice,2023-11-02 09:44:10.578850
1801,DiegeticSound,2023-05-18 07:38:05.735036
1153,Romance,2024-03-08 19:23:56.551296
983,Mystery,2023-07-13 02:23:58.387318
2739,FilmStyle,2023-10-01 15:22:12.316771
978,FilmAnalysis,2024-03-09 17:52:25.089627
1502,Tribute,2023-06-12 09:31:44.145462
3750,Steadicam,2023-10-27 23:05:11.991760
230,Looping,2023-11-16 17:47:20.780959
1264,SplitScreen,2024-01-18 02:39:45.354863
17,History,2024-04-30 15:58:03.539108
382,TeaserTrailer,2024-05-01 13:59:31.994548
2597,TVSpot,2023-10-14 22:26:01.084096
3907,CrossCut,2023-05-25 15:21:39.180074
1641,Screenplay,2024-01-02 04:31:13.032520
629,FilmCriticism,2023-07-21 10:02:41.301196
3740,Musical,2024-03-26 17:12:27.997311
2642,LordOfTheRings,2024-02-14 04:30:03.962037
3717,Oscar,2023-10-05 22:36:55.213262
2037,BehindTheScenesBook,2024-02-25 08:34:05.624034
912,FilmFestival,2023-05-15 01:44:35.075116
783,OnSet,2023-08-06 08:30:39.407321
3294,FilmHistory,2024-04-22 02:37:06.706676
928,Action,2024-02-26 01:48:20.373421
3196,Crime,2023-05-22 04:02:38.121382
1522,VideoGame,2024-01-21 23:44:35.680247
3391,Drama,2023-10-16 21:35:10.277952
238,StarWars,2024-01-03 18:39:18.811792
1547,OriginalStory,2024-02-27 17:55:02.699255
3679,Indie,2023-11-27 16:47:41.131440
3046,Stunt,2024-01-18 04:30:13.742715
1141,FadeOut,2024-02-20 16:30:06.447217
1207,Adaptation,2023-10-18 05:05:55.768345
2853,VisualEffects,2023-05-17 02:46:29.261091
2722,FilmSchool,2023-09-08 23:50:45.327528
2244,Looping,2023-05-12 23:07:31.806932
3939,Screening,2023-06-27 01:53:23.353129
2568,Workshop,2023-11-01 23:56:19.764618
3017,Prequel,2023-08-08 03:57:35.050333
567,ADR,2023-07-16 20:52:42.287580
652,ArtPrint,2024-02-27 00:03:15.406198
412,Meeting,2024-03-01 20:33:11.415669
3623,SocialMediaCampaign,2023-12-04 11:15:42.783568
500,CostumeDesignBook,2024-03-25 02:45:01.853824
1544,Disney,2024-04-12 20:35:34.698708
1116,FilmSchool,2023-06-21 13:44:36.992834
1639,Reboot,2023-05-16 10:59:39.664888
185,Manga,2024-02-15 03:36:43.677917
1438,AmbientSound,2023-09-22 06:49:52.489640
953,ExecutiveProducer,2024-01-30 07:59:40.006473
772,CharacterPoster,2023-11-24 14:10:48.122491
3233,FilmHistory,2023-05-15 13:36:35.487299
2826,Romance,2024-04-12 22:19:17.595156
1019,Reception,2023-06-24 20:13:57.912987
2994,AmbientSound,2023-10-02 14:05:59.509745
403,FilmTheory,2024-03-21 17:31:55.028280
2651,SneakPeek,2023-08-15 17:37:00.387619
3935,FilmAesthetics,2023-10-18 10:14:47.204962
3568,FilmForm,2023-08-11 05:29:31.048906
3425,Pan,2023-08-29 06:40:20.622371
3299,FilmFestival,2023-06-20 10:59:04.228134
1002,Conversation,2023-08-17 09:41:40.932592
1137,FilmLanguage,2023-09-23 12:38:39.782122
707,Dolly,2024-05-03 07:34:03.666255
3631,HairStyling,2023-11-04 22:21:28.832204
871,SoundEditing,2024-01-14 04:55:38.276538
2275,Dolly,2023-10-02 11:10:14.457161
3753,ADR,2023-12-09 05:23:04.281468
3300,Montage,2024-01-13 13:27:55.889986
3768,TheatericalTrailer,2024-02-02 15:52:26.741648
1053,ProductPlacement,2024-03-20 10:14:24.393463
426,Assembly,2023-06-18 00:41:07.180718
2958,InternationalTrailer,2023-12-15 22:02:40.057096
1743,Sport,2023-12-31 00:10:59.117290
2903,Sequence,2023-08-24 14:55:18.498571
278,LordOfTheRings,2024-04-26 09:43:16.014660
2281,FilmForm,2024-01-29 22:23:38.121375
2773,FadeIn,2024-05-04 16:43:29.561737
1747,CostumeDesign,2023-10-27 06:50:34.885730
2522,Foley,2023-06-05 16:40:01.779848
2995,Spinoff,2023-06-16 13:30:40.922766
2810,JamesBond,2024-03-12 09:49:12.864353
2433,ActionFigures,2023-11-10 01:11:41.530729
610,SubwayPoster,2023-07-28 16:44:29.154016
2796,Gathering,2023-10-02 10:10:10.279967
3925,Celebration,2023-10-11 00:46:34.651538
703,FilmFestival,2023-11-11 23:06:46.899024
1938,Fantasy,2024-04-30 01:31:58.431224
38,TheatericalTrailer,2023-08-21 02:41:32.744741
3644,Casting,2023-11-02 07:39:05.602624
2944,Poster,2024-04-17 03:35:53.117892
3803,Disney,2023-06-29 04:44:28.944625
1285,Seminar,2024-02-15 23:44:52.908833
3053,ConceptArt,2023-10-13 22:16:51.109935
2314,SoundDesign,2023-07-19 00:34:36.320278
1442,JamesBond,2023-08-12 17:27:47.080063
3302,FilmSemiotics,2024-02-20 07:43:58.110887
1686,DolbyAtmos,2023-10-10 02:03:27.391879
588,Preview,2024-04-02 23:13:02.035013
1263,Take,2023-08-13 15:41:16.619812
3835,Novelization,2023-06-01 15:04:49.808377
750,Billboard,2023-11-09 00:07:33.320077
3590,FilmAesthetics,2024-04-16 01:28:25.975332
983,FilmForm,2023-11-19 02:33:10.964328
1500,FilmEditing,2023-09-26 23:23:40.486404
1917,Mixing,2023-05-10 03:21:36.078958
2435,HairStyling,2023-11-18 09:50:52.424628
1518,ActionPoster,2024-02-23 17:50:41.254941
1802,Screening,2023-08-21 23:36:06.512627
76,GreenScreen,2023-05-31 10:19:02.631745
1961,ExecutiveProducer,2023-12-23 22:59:54.253751
2888,Sequel,2023-06-09 08:11:42.060800
2185,FilmScore,2023-06-02 12:50:37.463478
1217,InternationalTrailer,2023-12-11 16:07:51.697031
2504,InternationalTrailer,2023-11-19 12:32:32.188916
2562,Spielberg,2024-02-09 02:01:06.878461
1626,Featurette,2024-03-07 19:49:17.134968
2507,Interrogation,2023-11-17 21:47:22.314433
1022,CostumeDesign,2024-03-15 14:51:42.675275
1768,Action,2023-07-08 18:34:26.708399
1465,Mystery,2023-07-04 13:33:01.982540
3232,PerformanceCapture,2023-07-06 00:55:02.593848
3588,SoundMixing,2024-04-03 06:11:16.327966
3851,Actress,2023-12-30 06:48:56.803833
3758,GraphicNovel,2023-12-06 07:02:33.999843
315,VoiceOver,2024-03-19 03:53:30.525515
1891,RadioSpot,2023-07-08 01:52:08.520967
498,CinematographyBook,2023-12-18 18:08:50.405473
636,Collectibles,2023-06-10 06:12:07.190172
115,Q&A,2024-02-02 16:00:40.337526
3221,Screenplay,2024-04-01 20:42:36.868052
1517,TeaserPoster,2023-12-28 07:44:39.198138
3699,Frame,2023-12-25 09:13:21.315065
2810,FilmClub,2024-01-03 19:56:03.643109
3354,Action,2023-05-22 21:28:50.813616
1964,MovieMagic,2024-04-30 15:20:06.060608
353,CinemaScope,2023-07-18 19:28:48.115736
2933,ParallelEditing,2023-09-18 02:39:49.165089
3767,JumpCut,2024-03-24 02:27:15.681913
799,MovieReview,2023-07-26 22:36:34.613305
2905,FilmSemiotics,2023-09-18 20:53:09.930697
1881,Convention,2023-09-24 16:56:39.592613
2662,FilmForm,2023-12-30 10:54:54.917494
2834,Insert,2023-08-01 22:08:34.203844
2123,Foley,2023-12-25 18:50:49.278745
2264,Tribute,2023-07-03 14:25:06.406008
3540,BruceWillis,2024-04-12 19:37:03.051624
1595,FilmSchool,2024-03-10 00:20:44.440049
439,Novelization,2024-01-08 20:26:57.510665
3427,Soundtrack,2023-09-05 04:34:11.999305
3807,TVSpot,2023-06-21 06:13:29.458077
243,Celebration,2023-12-30 08:43:21.240136
1342,MovieTheater,2024-01-06 18:52:09.653333
3548,ActionPoster,2023-06-09 19:19:38.123203
3638,Forum,2023-09-18 07:27:38.045886
2759,Actress,2024-02-03 15:08:37.761190
3012,Pan,2024-03-02 14:24:01.620786
1932,SocialMediaCampaign,2023-10-18 19:27:58.041076
2628,LordOfTheRings,2024-02-20 18:55:53.998978
514,Sequence,2024-02-12 19:20:58.070123
878,CostumeDesignBook,2023-08-16 07:52:00.156873
102,Clip,2023-12-24 14:38:46.613778
2111,RedCarpet,2023-11-29 22:27:23.964930
3629,Producer,2024-02-04 00:09:57.665142
2074,FilmAnalysis,2023-11-20 10:29:04.121475
185,CloseUp,2023-06-06 04:00:00.665381
3135,RadioSpot,2023-06-10 10:06:08.003187
2596,Mystery,2023-11-15 12:27:38.325903
2802,InternationalTrailer,2023-10-28 22:03:00.102094
3169,Pixar,2023-05-20 23:04:09.431688
3280,ProductionDesignBook,2024-01-09 18:49:55.040525
1929,Sequel,2024-05-02 23:50:15.170161
1071,RedBandTrailer,2023-12-05 08:59:26.344492
3166,Interview,2024-01-24 16:13:05.319514
2283,BehindTheScenesBook,2023-08-01 06:04:40.754305
1062,FilmFestival,2023-09-25 07:53:14.577540
130,FilmStyle,2024-05-06 04:50:58.372944
767,RadioSpot,2023-08-14 18:17:05.885929
2951,SneakPeek,2024-01-02 15:38:23.479668
2103,Documentary,2023-08-01 04:30:02.683266
3857,MotionCapture,2024-05-01 22:50:21.003069
821,FilmClub,2023-11-25 22:38:55.069314
2369,DVD,2023-09-30 02:03:17.544787
3157,DCComics,2024-02-09 06:09:34.183039
451,RadioSpot,2023-05-09 07:38:43.494012
294,FilmSemiotics,2023-06-18 15:28:06.418706
2789,ParallelEditing,2023-08-18 10:15:28.345886
1902,SoundEffect,2023-08-03 02:29:24.949939
782,CGI,2024-01-13 14:52:24.137375
3513,FilmCriticism,2024-04-22 06:09:55.747093
322,Shot,2024-03-07 15:49:58.837067
341,FilmNoir,2023-06-11 04:07:18.912175
2544,FilmGenre,2023-09-28 05:01:35.579404
3401,Pixar,2024-02-08 07:06:13.181338
3084,Family,2024-04-26 14:00:23.011833
3090,FilmNarrative,2024-03-20 06:09:23.690000
3693,Actress,2023-09-22 00:49:50.084283
3593,Interview,2023-10-01 09:11:16.330406
1650,MovieTheater,2023-11-10 01:35:20.513693
937,FilmCriticism,2024-04-25 23:17:28.786315
2265,Q&A,2024-01-19 13:26:18.587494
149,Showcase,2023-05-08 21:57:24.853623
3882,Mono,2023-09-02 20:42:08.911972
1938,7.1,2024-04-24 10:10:20.146047
2326,DTS,2023-12-20 14:28:46.554939
3524,MidnightScreening,2024-01-24 04:38:14.030123
3863,Drama,2024-04-08 23:58:53.186373
504,Homage,2023-11-06 03:41:17.239372
194,Billboard,2023-07-30 13:01:57.763272
3725,Screening,2023-05-10 01:36:44.861923
1349,Insert,2023-10-03 05:52:19.725387
3332,AmbientSound,2023-08-15 18:34:59.988202
3051,CostumeDesign,2023-10-16 12:35:05.318242
3894,Family,2023-06-08 07:18:57.763667
2343,Merchandising,2024-04-02 18:50:31.211669
1631,Demonstration,2024-01-27 21:36:03.432375
101,AwardsCeremony,2024-01-22 13:40:24.603879
3917,GreenScreen,2023-08-21 19:27:34.964722
3737,Cannes,2023-12-31 03:16:38.399619
1939,Adaptation,2023-07-01 23:47:04.805819
275,Billboard,2023-06-02 18:38:20.658015
2692,JamesBond,2024-04-03 07:39:57.332265
187,SupportingRole,2023-07-06 14:06:22.932721
3706,Casting,2023-06-27 15:28:41.818765
1523,Tilt,2024-03-12 15:39:04.722536
1802,FilmForm,2023-10-18 04:56:11.548719
703,Sequel,2023-10-16 00:55:26.721992
2484,VoiceOver,2024-01-22 12:40:04.400252
2036,JumpCut,2024-04-20 00:19:48.596660
3863,AmbientSound,2023-08-07 05:55:55.529585
438,HarryPotter,2023-05-08 13:38:58.152354
1640,Stereo,2024-04-05 00:34:28.633202
1117,Horror,2023-09-29 23:42:40.073775
685,GreenBandTrailer,2023-07-16 10:43:24.343646
2747,FilmCriticism,2024-05-03 07:09:39.232391
3323,SupportingRole,2024-03-31 06:02:08.981350
1513,Flashforward,2023-12-30 09:47:30.898973
3331,Director,2023-11-08 22:48:16.776463
3063,FilmClub,2024-02-24 23:00:46.532789
2454,FilmEditing,2023-11-28 17:56:32.583171
143,Dialogue,2023-09-09 22:15:26.880595
2947,Adventure,2023-12-27 04:00:41.654886
1025,FilmTheory,2024-02-16 17:42:53.400843
3257,StaticShot,2024-04-29 21:31:37.032209
1677,FilmGenre,2023-08-27 23:47:11.105824
203,Featurette,2023-07-01 02:46:41.814792
2632,TrackingShot,2024-04-22 19:29:12.198228
3766,Cinematography,2023-07-23 15:13:19.422525
3379,TheatericalTrailer,2024-01-22 19:55:21.909956
1583,ViralMarketing,2023-07-25 11:03:29.171649
1799,Dubbing,2023-11-30 01:04:57.217680
77,FilmCriticism,2023-08-07 07:30:06.715067
3420,SoundEditing,2023-07-19 13:31:29.728130
2523,Superhero,2023-11-02 18:30:08.503616
2301,FilmForm,2023-08-29 21:09:55.531175
343,TeaserTrailer,2023-12-05 22:19:05.212992
1259,Dolly,2024-03-28 13:24:34.624373
1415,FilmGenre,2023-10-06 10:46:26.959921
1102,Action,2023-05-13 15:29:37.571033
2704,FilmCriticism,2023-07-29 00:36:23.524812
854,ViralMarketing,2024-02-18 07:38:12.858539
1894,Sequel,2024-03-27 09:38:24.162582
987,3D,2023-06-21 13:03:44.016431
3323,Festival,2023-09-24 21:06:19.474608
722,GreenScreen,2023-10-14 01:05:42.021628
2958,Cinematography,2023-08-18 05:28:19.581173
1210,IMAX,2023-12-17 08:23:43.344020
1894,Actress,2023-09-29 16:25:45.807234
2051,FilmForm,2023-09-01 11:40:35.611169
1415,AwardsCeremony,2023-06-19 12:20:18.899704
725,SupportingRole,2023-12-09 17:56:56.645327
1443,SocialMediaCampaign,2024-03-17 13:37:35.487056
2119,BoomOperator,2023-07-26 18:43:26.950057
1741,Foley,2023-10-28 05:27:51.235948
1821,Celebration,2023-05-19 08:20:45.245208
3191,BoomOperator,2023-09-14 06:19:55.770471
184,BusStopPoster,2024-01-03 04:19:03.040761
2508,Casting,2024-02-26 09:28:48.688898
2202,Pixar,2024-01-16 05:55:50.079429
3751,ProductPlacement,2023-10-21 12:09:28.498281
2549,FilmCriticism,2024-01-23 10:37:15.659690
2118,FilmTheory,2023-05-14 01:05:58.004956
1887,Action,2024-03-29 10:29:50.161778
604,Manga,2023-07-20 16:33:33.055825
2970,Presentation,2023-07-28 06:38:32.542222
297,Flashback,2024-03-04 02:11:01.650430
2845,RedBandTrailer,2023-10-11 21:12:13.629698
1534,Forum,2024-04-28 13:29:44.916628
2392,Cameo,2023-10-26 01:01:26.353521
1937,StaticShot,2024-04-28 18:56:54.147951
3091,Manga,2023-11-10 09:06:08.243410
1994,FadeOut,2024-01-20 20:13:49.619392
977,FilmSemiotics,2023-07-21 11:32:20.307296
2045,Reception,2024-03-21 20:13:44.332594
1417,Featurette,2023-07-17 13:58:52.356782
2134,Horror,2023-05-17 11:54:37.940227
1397,Indie,2023-05-28 14:19:05.076379
1976,SetDecoration,2023-07-01 05:15:45.934575
1649,SetDecoration,2023-12-09 01:46:56.234476
2441,Billboard,2023-11-27 17:12:21.377729
3065,Documentary,2023-05-18 16:18:32.563939
1788,SoundMixing,2024-01-09 12:38:02.248336
2054,InternationalTrailer,2023-05-28 09:33:24.375174
1571,FilmAnalysis,2023-07-29 17:17:19.557921
1650,Poster,2023-08-28 15:25:57.840127
1313,SoundtrackAlbum,2023-12-02 15:55:18.772362
2326,ParallelEditing,2023-09-07 08:14:42.844671
482,Assembly,2024-04-02 08:54:52.514546
2479,DolbyAtmos,2023-08-07 07:41:16.643992
2363,Roundtable,2024-04-04 00:37:10.031643
633,Score,2024-03-04 20:37:38.817219
2677,Reception,2024-02-07 04:26:09.637781
3828,Retrospective,2023-07-29 20:23:00.549095
2089,Pixar,2023-07-11 22:20:23.124886
2451,ScreenplayBook,2023-07-30 20:10:12.574503
2157,CostumeDesign,2023-09-07 17:48:22.541440
125,FilmAesthetics,2024-03-28 13:46:30.924614
1563,MakeupArtist,2023-08-25 11:33:47.238781
3346,FilmStructure,2023-12-22 07:47:12.961175
1735,ScreenplayBook,2024-03-08 19:45:02.743484
2116,Reception,2024-04-28 03:38:45.621123
3603,ExecutiveProducer,2024-01-21 23:59:23.048975
3777,DreamSequence,2024-03-31 22:48:53.439660
3183,MakeupArtist,2023-09-10 17:15:42.279821
2129,FilmNarrative,2023-08-08 01:06:50.318345
3757,SetDecoration,2023-09-01 08:15:27.856598
177,Disney,2024-02-25 20:18:39.559665
1526,FilmStructure,2024-03-04 00:18:09.090638
2325,StaticShot,2024-04-24 04:50:20.071826
3824,Makeup,2023-07-20 02:28:36.648008
2057,ForeignFilm,2023-08-07 11:12:30.317417
3876,MakingOf,2023-07-31 09:39:20.765056
219,3D,2024-04-09 21:40:25.817211
228,FilmTheory,2023-11-11 23:09:52.703257
1659,Streaming,2024-03-12 15:54:29.118130
1795,FilmAesthetics,2024-04-19 20:31:40.927972
1415,NewspaperAd,2024-01-06 04:48:20.701209
3351,FilmCriticism,2023-09-30 23:51:54.712723
1319,Stereo,2023-10-21 23:58:53.274372
2038,ArtBook,2023-07-19 17:40:17.279979
